	sumsquare_error	aic	bic	kl_div
gennorm	1.4406010705889414e-05	1530.8096350145474	-220457.59140918165	inf
powernorm	1.9246676430621123e-05	1614.1621097498635	-217331.80541470318	inf
loggamma	1.9965653645548684e-05	1621.6236413803963	-216936.08122944614	inf
beta	2.005095011336725e-05	1623.1690927724223	-216880.79643397464	inf
norm	2.0194260408586693e-05	1628.9079300484689	-216822.52403400792	inf
