	sumsquare_error	aic	bic	kl_div
gennorm	5.501125927007402e-05	1157.246247204836	-196927.23849153557	0.026411067178749168
genextreme	8.959263297326438e-05	1181.3545805962544	-191885.03181780464	0.045531757646760276
norm	9.701548639317559e-05	1183.3728690102366	-191071.39619662572	0.04983774175568424
gamma	9.777245152124154e-05	1185.3466063316584	-190981.80323629762	0.04982869120720218
logistic	0.00011885837491777896	1192.269848778634	-188972.1408445879	0.06147044948016875
