	sumsquare_error	aic	bic	kl_div
powernorm	1.609967028782025e-05	1494.6706167277212	-188061.12162773876	inf
beta	1.6373232432020432e-05	1497.7252863712577	-187894.9147457897	inf
gennorm	1.6785356359930618e-05	1513.5622267568954	-187672.31901504582	inf
gamma	1.698946199498355e-05	1486.7556124304842	-187559.64951838224	inf
lognorm	1.704732442077543e-05	1486.0111598396609	-187527.95474871402	inf
