	sumsquare_error	aic	bic	kl_div
gennorm	3.0915265539280354e-05	1365.4611705128718	-116445.51011697653	inf
powernorm	4.391600255940184e-05	1400.5888294398699	-114304.9371998487	inf
beta	4.48824904431958e-05	1404.1854252874916	-114163.4742791627	inf
loggamma	4.490951721744483e-05	1401.9335021662337	-114168.51908339861	inf
norm	4.528979966237863e-05	1401.2018413280948	-114125.81587154954	inf
