SC190,(-8.492232258536285e-16, 15.671238303756057)
SC191,(-4.674623261579606e-17, 16.201879278353562)
SC192,(-8.024769932378325e-16, 17.179899426670428)
SC193,(3.9734297723426655e-16, 18.078611615666308)
SC194,(2.337311630789803e-16, 18.411198477742456)
SC195,(-6.934024504676416e-16, 17.53717619942882)
SC196,(7.323576443141384e-16, 16.30945575045559)
SC197,(1.8698493046318425e-16, 15.90374509557637)
SC198,(3.194325895412731e-16, 16.059991395149527)
SC199,(2.0256700800178294e-16, 16.35593238997841)
SC200,(3.0385051200267443e-16, 15.54019680032111)
SC201,(5.064175200044574e-16, 14.290562987162675)
SC202,(-1.246566203087895e-16, 14.701184417914517)
SC203,(-6.77820372929043e-16, 17.670808964236457)
SC204,(1.3712228233966845e-15, 20.20882908162671)
SC205,(-1.153073737856303e-15, 22.1393192425975)
SC206,(1.3945959397045826e-15, 21.00356659787848)
SC207,(5.297906363123554e-16, 17.76529649518989)
SC208,(6.583427760057946e-16, 13.673423156466953)
SC209,(-1.2076110092413984e-16, 11.594568931546798)
SC210,(-2.4541772123292936e-16, 13.107751393057933)
SC211,(7.089845280062404e-16, 15.820538352759316)
SC212,(8.959694584694245e-17, 16.840924226369218)
SC213,(7.089845280062404e-16, 16.106569059813822)
SC214,(-5.999099852360495e-16, 14.095873488130186)
SC215,(-8.725963421615265e-16, 14.347647983849674)
SC216,(-5.492682332356038e-16, 17.351209554747633)
SC217,(7.791038769299344e-18, 22.14253108353366)
SC218,(5.4537271385095406e-17, 24.276436017795533)
SC219,(6.700293341597436e-16, 23.3036758485572)
SC220,(1.0907454277019082e-15, 19.836524557229893)
SC221,(-3.1164155077197375e-16, 14.865754198153587)
SC222,(6.232831015439475e-17, 11.758648429841086)
SC223,(-5.765368689281515e-16, 12.378207363473704)
SC224,(-6.154920627746482e-16, 14.089600549738607)
SC225,(-4.2071609354216456e-16, 15.840186870575996)
SC226,(-9.466112104698704e-16, 16.392952485324226)
SC227,(-3.895519384649672e-16, 18.255210483603097)
SC228,(5.999099852360495e-16, 20.203533551825235)
SC229,(2.162013258480568e-16, 21.32757883112236)
SC230,(5.765368689281515e-16, 21.303851584060325)
SC231,(-3.8176089969566787e-16, 20.226692951596036)
SC232,(-1.0712678307786599e-15, 18.581915793976474)
SC233,(7.1288004739089e-16, 16.697226844793413)
SC234,(-4.98626481235158e-16, 15.712834485283828)
SC235,(1.5582077538598687e-16, 14.58071811323796)
SC236,(-2.9605947323337506e-16, 13.334974676457774)
SC237,(-3.194325895412731e-16, 12.791524924572732)
SC238,(-3.8565641908031755e-16, 12.124750752290609)
SC239,(-6.115965433899985e-16, 12.14919641735125)
SC240,(-1.7529837230923525e-16, 13.62846293371406)
SC241,(6.661338147750939e-16, 16.831847987947707)
SC242,(4.7525336492726e-16, 20.274346211186515)
SC243,(-2.49313240617579e-16, 23.20784437105095)
SC244,(1.519252560013372e-15, 24.50833758914113)
SC245,(-9.85566404316367e-16, 23.955761802947897)
SC246,(1.1491782184716532e-15, 23.13472608611515)
SC247,(5.181040781584064e-16, 22.185390488927577)
SC248,(1.791938916938849e-16, 22.674021762304257)
SC249,(5.531637526202535e-16, 21.83202161473315)
SC250,(-1.8581627464778935e-15, 28.89167885068492)
