	sumsquare_error	aic	bic	kl_div
lognorm	0.0003065946468720727	1236.5465132877955	-28446.229748353082	inf
norm	0.00030850580000407204	1232.7416284369626	-28442.398283242914	inf
gamma	0.00035242656903489616	1231.961751210979	-28191.97845146021	inf
chi2	0.00035306882276064277	1234.2667415908265	-28188.655642021862	inf
cauchy	0.0004756638749368562	1246.8111252742692	-27652.226544275247	inf
