	sumsquare_error	aic	bic	kl_div
gamma	8.489049766155982e-05	1213.500637812871	-30074.998407812287	inf
chi2	8.603168846929269e-05	1215.6570444957447	-30051.162346414963	inf
norm	8.615620204600464e-05	1209.5001493974476	-30056.067959088756	inf
rayleigh	0.00011962610965541063	inf	-29470.214583113542	inf
cauchy	0.00022578201574231682	1243.6875652328422	-28336.384589718007	inf
