	sumsquare_error	aic	bic	kl_div
cauchy	0.0002591231016214757	1238.1097394152441	-28325.005219118942	0.13140134694482566
norm	0.00030997092201865415	1172.3292730959129	-28002.6689470282	0.15780612728417234
gamma	0.000338441218171056	1173.180667584019	-27837.092358219175	0.16999285376558249
chi2	0.0003472316471466943	1172.6250720446671	-27790.96293123406	0.17347566522500502
powerlaw	0.0004122324759384577	1134.0901648154388	-27482.262943444835	0.18997700304675813
