	sumsquare_error	aic	bic	kl_div
gamma	0.00019454968254039185	1186.8787600665273	-29071.72024287772	inf
chi2	0.00019454972887473782	1186.8788163381405	-29071.719811090024	inf
lognorm	0.00021480494959652657	1184.689725210762	-28892.155578457645	inf
rayleigh	0.00023221574260119348	inf	-28758.359515820684	inf
norm	0.00034375219688815754	1172.2515113225004	-28047.20269591356	inf
