	sumsquare_error	aic	bic	kl_div
gamma	0.000650118448674331	1145.0195481220203	-27074.508523559572	inf
chi2	0.0006501197693807676	1145.019430745708	-27074.504816101642	inf
rayleigh	0.000664482140912957	1134.3116352151083	-27042.135354921324	inf
lognorm	0.0007069817990093707	1143.6743047225275	-26921.48164106572	inf
norm	0.0008688451575686628	1137.8276552520872	-26552.748970523073	inf
