	sumsquare_error	aic	bic	kl_div
norm	0.0003471842389675109	1142.6906902964852	-28226.83851181753	inf
gamma	0.0003943072144373446	1144.9450897036834	-27987.052756957833	inf
chi2	0.00043365703333919593	1147.7740026153695	-27813.45211689587	inf
cauchy	0.00048490505517987596	1175.3315967795777	-27617.110533837596	inf
rayleigh	0.0007633919486238158	inf	-26788.891800054967	inf
