	sumsquare_error	aic	bic	kl_div
cauchy	0.00015115641404615275	1280.8330477130523	-29744.399799814153	inf
norm	0.0003654903615108691	1226.7296093416371	-28133.062125865094	inf
gamma	0.0003769619131076853	1226.7508498832847	-28069.15253807549	inf
chi2	0.00040001707310125293	1225.5180787134354	-27960.81493013286	inf
lognorm	0.00048249317018060075	1222.9193904518158	-27618.70127572377	inf
