	sumsquare_error	aic	bic	kl_div
chi2	0.00013276557144522682	1229.0055753735903	-29973.648085082532	inf
gamma	0.00013565667447276863	1223.7922219769484	-29934.33340718002	inf
norm	0.0001399084108762602	1219.9165282186534	-29885.52185732941	inf
cauchy	0.00017584818148428375	1255.3570077922204	-29468.266601154548	inf
rayleigh	0.00020013964441506434	inf	-29232.12195364504	0.12523036756560185
