	sumsquare_error	aic	bic	kl_div
cauchy	0.00029872150689902487	1277.6473687965006	-27007.293722302464	inf
norm	0.00064723804132192	1194.339204082404	-25665.787527027875	inf
gamma	0.0007061525940686861	1194.536080313104	-25507.18040373689	inf
chi2	0.0007216930638914813	1191.1845672874506	-25469.4119240402	inf
powerlaw	0.0009225829060467823	1143.814380302687	-25043.335284788383	inf
