	sumsquare_error	aic	bic	kl_div
norm	0.000417744082629957	1168.9872007512506	-27889.189028641875	inf
gamma	0.0004214219124712366	1171.995389723904	-27865.68266185767	inf
lognorm	0.00042511014217492003	1176.367261345975	-27849.779987498518	inf
chi2	0.00043812913200505304	1176.7488428184727	-27794.728140807852	inf
powerlaw	0.0005364216741559514	1125.5324621537864	-27425.335605903554	inf
