	sumsquare_error	aic	bic	kl_div
gamma	0.00016971649847440532	1145.300492570656	-29525.529488167715	inf
lognorm	0.00016973053105505154	1145.6496846649404	-29525.37859888328	inf
norm	0.0001698466076391663	1143.3116648948896	-29531.64026609322	inf
rayleigh	0.00024220965599423946	inf	-28883.93320905766	inf
cauchy	0.0005011915307203555	1179.2125125552989	-27556.82126533606	inf
