	sumsquare_error	aic	bic	kl_div
beta	1.4526649260745759e-05	1543.3606254587633	-220379.7494230405	inf
powerlognorm	1.4530426207851358e-05	1528.9305546715395	-220376.94411412426	inf
powernorm	1.457096149448136e-05	1535.198254986912	-220356.16902153613	inf
loggamma	1.4597460334005141e-05	1539.0139910710836	-220336.56226614502	inf
norm	1.541363766637024e-05	1527.9308084314193	-219758.76312243874	inf
