	sumsquare_error	aic	bic	kl_div
loggamma	0.00027817711097404295	1150.512219590748	-28623.74477174474	inf
beta	0.0003403813156037475	1145.6479217005422	-28247.934914867812	inf
cauchy	0.00038475077817435606	1194.7973521052456	-28039.337631879207	inf
dgamma	0.00038694857244451315	1153.5644423473113	-28021.43309442909	inf
norm	0.00038767266188307334	1140.005392299385	-28025.53053352778	inf
