	sumsquare_error	aic	bic	kl_div
beta	0.00014727968064733515	1208.0487594319345	-29776.79789003242	inf
loggamma	0.00015106812061615863	1199.356197899049	-29737.956794351598	inf
gennorm	0.00017665657520919044	1190.037465481915	-29452.386762476828	inf
foldnorm	0.00019211570907663294	1177.624250083767	-29299.28706141353	inf
norm	0.0001927033675670632	1184.3182167763257	-29301.22246522023	inf
