	sumsquare_error	aic	bic	kl_div
gennorm	0.00021427239199853763	1144.9824615786886	-29100.087903559433	inf
beta	0.0002500566223127648	1130.9325177219962	-28810.726816521023	inf
chi2	0.00035664705628921816	1134.4476607194579	-28170.252977757053	inf
gamma	0.000358190566019796	1131.6051474642002	-28162.371720396794	inf
powerlognorm	0.00035981283359695464	1132.6850721216665	-28146.61550672355	inf
