	sumsquare_error	aic	bic	kl_div
beta	0.0002729304568304722	1130.8385232917306	-28650.985215526056	inf
gennorm	0.0002824766680848176	1150.2885476696185	-28595.753002673027	inf
chi	0.0002908151350669738	1128.147449852643	-28542.66040509449	inf
gamma	0.0003054914241449975	1131.766328847329	-28452.80850827755	inf
chi2	0.0003054931050957982	1131.7666106142187	-28452.798466336833	inf
