	sumsquare_error	aic	bic	kl_div
loggamma	0.00012208307927259052	1193.2479829469994	-30126.73485509032	inf
norm	0.0001244775353269551	1190.7686804512055	-30098.79635785205	inf
powernorm	0.00012481789353570427	1192.7318869013807	-30086.303745357538	inf
lognorm	0.0001251544594353088	1193.6262902453323	-30081.389336778797	inf
gamma	0.00012856993309432854	1192.805759769743	-30032.25242951618	inf
