	sumsquare_error	aic	bic	kl_div
gennorm	0.00039339309722302067	1167.4984725699808	-27664.430862635312	0.1466880902137184
gamma	0.00039989969887724167	1189.656919793335	-27634.820914290107	0.17593451184843806
rayleigh	0.0004032535286984873	1177.5960333072146	-27627.244403074677	0.17815491678580103
invgauss	0.0004041707950095087	1194.054018223125	-27615.644981118698	0.17709125243041565
beta	0.0004053552432663413	1155.4011456642775	-27602.864733529597	0.17286882513039714
