	sumsquare_error	aic	bic	kl_div
invgamma	0.0001323023784581259	1237.6914110673167	-29980.026284047697	inf
chi2	0.00013276557144522682	1229.0055753735903	-29973.648085082532	inf
chi	0.00013482117447161877	1224.7001119277322	-29945.608211071038	inf
gamma	0.00013565667447276863	1223.7922219769484	-29934.33340718002	inf
norm	0.0001399084108762602	1219.9165282186534	-29885.52185732941	inf
