	sumsquare_error	aic	bic	kl_div
loggamma	0.00015600818182684954	1214.7989043710888	-27214.916252993546	0.07250239741239536
powernorm	0.00016393833601995505	1212.43693944967	-27131.519490872626	0.07611791644855588
cauchy	0.0001702451525435975	1269.4391883551252	-27075.45321860932	0.10782717625274049
beta	0.00019125094891424973	1205.659404936134	-26864.902150354475	0.07955131996732785
dgamma	0.00027733420264254506	1217.6689206729418	-26247.236703560604	0.13018942612308051
