	sumsquare_error	aic	bic	kl_div
gennorm	0.00023246648922786308	1202.4860480064362	-28934.479841362063	inf
beta	0.00031264228273405066	1165.5905443368372	-28386.49506964369	inf
dgamma	0.00033506638793905823	1186.033145976051	-28267.657173749536	inf
gamma	0.00038449708867817665	1176.4618496617138	-28016.661035263038	inf
rayleigh	0.0003846287806121727	inf	-28023.545201420267	inf
