	sumsquare_error	aic	bic	kl_div
f	0.00030378055717516405	1209.4355134494783	-28057.155077758078	inf
gamma	0.0003168174927948203	1186.0060838930547	-27988.972639616248	inf
chi2	0.0003168637647869956	1186.1798217341423	-27988.709618240566	inf
invgauss	0.00032109878332952643	1187.1462381251292	-27964.79793107563	inf
invgamma	0.00033804418497110947	1185.768176312461	-27872.176463837743	inf
