	sumsquare_error	aic	bic	kl_div
gennorm	0.00022755079891365463	1182.587438468069	-28990.358975624396	inf
beta	0.00025317814083337573	1154.4406132387685	-28788.085914969288	inf
chi	0.000360845721933346	1152.8361703557032	-28148.893453309865	inf
norm	0.0003619863512355769	1149.04953599536	-28150.643082326886	inf
powernorm	0.0003624287295581141	1150.8410993699115	-28140.90480246711	inf
