	sumsquare_error	aic	bic	kl_div
loggamma	0.00023916226773332	1142.703163345015	-28899.530987437007	inf
beta	0.000270300377381665	1147.8482379107222	-28668.657012472995	inf
gennorm	0.0006629642642484806	1122.5249390522154	-27038.799636170752	inf
foldnorm	0.0006741008518858624	1121.5290475642091	-27008.39761280304	inf
norm	0.0006741010640620729	1119.5290496778482	-27015.906373642363	inf
