	sumsquare_error	aic	bic	kl_div
beta	0.00014844528937822188	1163.1559644073886	-29762.41123239043	inf
gennorm	0.0001498904634585505	1164.4330448405585	-29752.239392661875	inf
loggamma	0.000164035600027922	1154.1670238356126	-29587.663276332107	inf
powernorm	0.00016589776932596787	1154.1389930323007	-29567.06217700752	inf
norm	0.00016595010616207414	1152.1920953137007	-29573.995858585557	inf
