	sumsquare_error	aic	bic	kl_div
gennorm	0.00031774388554179267	1170.0980923934223	-28049.913327492603	0.12889061581904748
beta	0.00033942193876068384	1157.531916061521	-27923.288037437564	0.1560299371284397
rayleigh	0.00035579901327970656	1179.8215928617835	-27853.229438537855	0.17151341923802987
invgauss	0.00036786804007110267	1187.5150239493887	-27785.519418035696	0.1762615887928575
gamma	0.0003753735747926269	1187.029409064977	-27749.06303442783	0.1840719440016508
