	sumsquare_error	aic	bic	kl_div
chi	0.00016832605594325925	1190.34786155152	-29540.54281650126	0.0771090548707578
invgamma	0.00017227036026431816	1192.886201001188	-29498.27180682883	0.07820683052863674
beta	0.0001772631785081262	1181.3539992302178	-29438.621477420074	0.07601803715508224
powerlognorm	0.00017791680285509222	1193.8842156584246	-29431.90451226225	0.0791619247655432
gamma	0.00017829978263244858	1191.8616799697802	-29435.48961496048	0.0792524781062987
