	sumsquare_error	aic	bic	kl_div
dgamma	0.00014845320185332986	1221.2074531647618	-29302.305173566354	0.05741077389976151
cauchy	0.00016774355844411401	1253.6927979739871	-29090.144046487752	0.07134141030097481
gennorm	0.00017974467628031028	1213.8317242599003	-28958.40601210673	0.06180768944671731
norm	0.00025479000781553264	1205.8555855353914	-28338.57405598874	0.07714778212561747
f	0.0002559039364896126	1209.0402311211842	-28315.741566494256	0.07711283223372281
