	sumsquare_error	aic	bic	kl_div
powernorm	2.9364502950961822e-05	2091.791359246684	-156847.58296331373	inf
loggamma	3.0636723004984254e-05	2107.0522182487175	-156505.18422412156	inf
beta	3.0839006682573895e-05	2109.328938780642	-156443.05991962354	inf
norm	3.149164042253111e-05	2101.1153902377605	-156291.98942792142	inf
gennorm	3.7146615289735665e-05	1765.3707684621818	-154949.7329145957	inf
