	sumsquare_error	aic	bic	kl_div
dgamma	3.851522185132362e-05	1480.8018223810818	-142122.42827605756	inf
gennorm	5.764781341128272e-05	1490.809801717845	-139117.85235467143	inf
powernorm	8.156598603412433e-05	1671.795518914384	-136532.25520610623	inf
norm	8.286812421753904e-05	1672.997806358851	-136423.17701668787	inf
beta	8.29889883677597e-05	1677.6118971617816	-136394.48708030433	inf
