	sumsquare_error	aic	bic	kl_div
powernorm	3.2964647554193974e-05	1509.9469835984169	-138994.87179159527	inf
loggamma	3.325862910305862e-05	1514.69142091501	-138930.60881531346	inf
foldnorm	3.336621792599398e-05	1517.3932283225722	-138907.23229402944	inf
norm	3.336955725971977e-05	1517.314261168869	-138915.39504219117	inf
beta	3.344541163239152e-05	1516.3545939410385	-138881.186375244	inf
