	sumsquare_error	aic	bic	kl_div
norm	0.00023070648030798429	1196.236792346268	-28972.73304368527	inf
lognorm	0.00023124548785671055	1198.4997858741774	-28960.964870745105	inf
cauchy	0.0002318154240900822	1245.6094961743474	-28963.981776940593	inf
gamma	0.00024050140520070842	1199.2384436008547	-28889.340796411612	inf
chi2	0.00025907096524386945	1198.587662157797	-28753.6044341862	inf
