	sumsquare_error	aic	bic	kl_div
norm	0.00022412435046374686	1180.7307961570011	-29025.558071506213	inf
lognorm	0.00022828200361758494	1183.212493704919	-28984.503979135123	inf
gamma	0.00023270207950434608	1181.8367194878767	-28949.505435765463	inf
cauchy	0.00038032307934847366	1215.5386785671733	-28060.461450168354	inf
rayleigh	0.0005164981632818304	inf	-27501.919046479212	inf
