	sumsquare_error	aic	bic	kl_div
norm	0.0001927033675670632	1184.3182167763257	-29301.22246522023	inf
lognorm	0.00019546666824921333	1186.8623617433077	-29267.729110215972	inf
gamma	0.00021030843294669667	1184.6647236842427	-29134.16591671389	inf
cauchy	0.0003979665172399745	1214.9299353850924	-27977.703587803873	inf
chi2	0.0004213506480703213	1207.0860639107482	-27865.99130392332	inf
