	sumsquare_error	aic	bic	kl_div
powerlaw	0.00046460246229783727	1145.9344599390347	-27558.219683587515	inf
uniform	0.0004714728298052281	1143.1086844869656	-27539.05223716251	inf
norm	0.0005190911441021866	1180.1028362355453	-27364.224118098024	inf
gamma	0.0005207101268545569	1182.0892192999243	-27351.06099091216	inf
lognorm	0.0005207236495259285	1182.1001609433963	-27351.01380463024	inf
