	sumsquare_error	aic	bic	kl_div
rayleigh	0.00035579901327970656	1179.8215928617835	-27853.229438537855	0.17151341923802987
gamma	0.0003753735747926269	1187.029409064977	-27749.06303442783	0.1840719440016508
lognorm	0.000384083006541426	1185.3498121493508	-27707.66181701398	0.19172885756553346
powerlaw	0.00041864725077978026	1143.8299999822232	-27552.124985673247	0.20984043762801688
norm	0.0004201495923611766	1179.6124948257104	-27553.157541744673	0.20991750028066164
