	sumsquare_error	aic	bic	kl_div
cauchy	0.00018910491902649732	1249.855225348584	-29335.62382984487	inf
norm	0.0002254070972430265	1215.0021724039095	-29015.142696839474	inf
gamma	0.00022678754296917033	1216.364083176906	-28996.49072054067	inf
lognorm	0.00022695845077577706	1216.938300288062	-28995.11591275787	inf
chi2	0.0002554729519996357	1210.2807863873193	-28779.12793559686	inf
