	sumsquare_error	aic	bic	kl_div
norm	0.00013512085312724126	1159.9619805241175	-29949.065463183808	inf
lognorm	0.00013699126734772912	1161.999687858666	-29916.46676616535	inf
gamma	0.00013724959985714566	1160.4988496933313	-29913.0284969246	inf
chi2	0.0001583927853534273	1156.5696750112181	-29651.548398286424	inf
rayleigh	0.0003057067412547686	inf	-28459.03199628867	inf
