	sumsquare_error	aic	bic	kl_div
gamma	0.00016007707433809954	1181.0952728995137	-29218.462141158685	0.058693603373705674
rayleigh	0.0001708672917431455	1171.013765570978	-29108.47582133555	0.06247832883746995
lognorm	0.00017426212626673896	1181.3193571706954	-29065.547831725475	0.06579709041059362
norm	0.0002725436932859375	1174.5279399576334	-28267.56774147122	0.10269800454308368
cauchy	0.00034782762383472985	1235.5392620819619	-27828.289289995715	0.1445646625764685
