	sumsquare_error	aic	bic	kl_div
gamma	0.0005551946144963631	1160.726818657404	-27362.558978985584	0.17905459584038744
rayleigh	0.0006140638255444235	1146.7432852072131	-27186.144514747513	0.19074589875202924
powerlaw	0.0006306582029720226	1109.8513181169046	-27129.97124883731	0.2772771034673372
uniform	0.0006327431287353871	1107.6471404854676	-27131.457172734794	0.2867456381277669
norm	0.0007546867842413359	1147.1360308073718	-26809.82233388259	0.23150475126386763
