	sumsquare_error	aic	bic	kl_div
norm	0.00016595010616207414	1152.1920953137007	-29573.995858585557	inf
gamma	0.000166155812667658	1154.0371153804103	-29564.225711937303	inf
lognorm	0.00016749627003566174	1151.5491587963202	-29549.56164727064	inf
rayleigh	0.0004884339933961807	inf	-27603.877035246016	inf
cauchy	0.0005317163521078391	1172.3035144187625	-27448.92388990761	inf
