	sumsquare_error	aic	bic	kl_div
cauchy	0.00016842080024951562	1245.6269173176672	-29547.025217972347	inf
norm	0.0002929600018571487	1218.3951144469775	-28536.759098973587	inf
gamma	0.0002999606650140224	1222.460437943866	-28486.151910239507	inf
chi2	0.0003113831248071454	1225.7173087708427	-28417.946701493693	inf
rayleigh	0.00041260178521724964	inf	-27911.793615767696	inf
