	sumsquare_error	aic	bic	kl_div
invgamma	0.0013416331081696224	1149.5962391636544	-25737.19606714276	inf
chi2	0.001430641948980439	1137.805968130141	-25620.030242335877	inf
powerlognorm	0.0014649391061369937	1131.3801152778753	-25569.310134706884	inf
lognorm	0.0014686157053825416	1127.6086782514599	-25572.24691217193	inf
gamma	0.0014829011317212244	1127.8982561111784	-25554.590349428705	inf
