	sumsquare_error	aic	bic	kl_div
loggamma	0.00026416094279489374	1485.6608079554085	-28701.349901719845	inf
beta	0.0002692553202909529	1490.984735801457	-28658.999930549966	inf
norm	0.0002895875034194374	1504.8865543990617	-28541.234987292595	inf
powernorm	0.00029575775232600743	1505.2942827894733	-28495.27043139327	inf
gamma	0.0003400052087882735	1530.3663169875608	-28240.96794552779	inf
