	sumsquare_error	aic	bic	kl_div
invgamma	0.00015842316644601462	2214.2727597843923	-29633.940723431886	inf
gennorm	0.0001676457745642973	1671.4198469516093	-29530.7323333732	inf
chi2	0.0001700322474950504	2167.488482592272	-29504.950382431503	inf
gamma	0.0001774635726959738	1986.6223048059232	-29426.924672234407	inf
beta	0.0001830879176907204	1964.6197826441844	-29362.505081567764	inf
