	sumsquare_error	aic	bic	kl_div
gennorm	0.0003917435754889419	1433.2507747209247	-27982.60464904271	inf
invgamma	0.0004561567164555428	1843.9854021924166	-27704.93905277027	inf
dgamma	0.00046991633419946033	1365.8965551762108	-27650.73298372584	inf
lognorm	0.0004744490411045713	1738.4829001918222	-27633.223403004864	inf
gamma	0.00047514976888619187	1755.3902223280272	-27630.531471017966	inf
