	sumsquare_error	aic	bic	kl_div
invgamma	0.0002873488208306368	1862.387713577427	-28547.881583877355	inf
chi2	0.0003185420638100403	1837.8719127612374	-28359.904424032637	inf
gennorm	0.00032193585447669787	1485.9216315553897	-28340.57407106817	inf
gamma	0.00033124218013611586	1753.642787903276	-28288.594715180654	inf
lognorm	0.000337612762906245	1739.550470031932	-28253.847885564337	inf
