	sumsquare_error	aic	bic	kl_div
beta	8.65648665069754e-05	1408.3537879033095	-30728.81318895795	inf
gamma	8.67721899408243e-05	1401.7318661683303	-30731.958706884034	inf
powernorm	8.711020196743001e-05	1400.7578914474586	-30724.86730784876	inf
norm	8.7206731357828e-05	1398.3302779591284	-30730.355985753766	inf
foldnorm	8.720674803664286e-05	1400.3295338492785	-30722.84684973213	inf
