	sumsquare_error	aic	bic	kl_div
chi2	0.000205377837510083	2162.022238681643	-29160.463755530065	inf
foldnorm	0.0002255117435187867	inf	-28989.881738309577	inf
gamma	0.00022795550855855335	1717.7484677146838	-28970.22223450291	inf
invgamma	0.00023112814154862898	1815.5498091229579	-28945.011253015782	inf
beta	0.00023325419229474877	1698.5251449346251	-28920.80095343762	inf
