	sumsquare_error	aic	bic	kl_div
gennorm	0.0005965993718037109	1183.2105011120414	-27215.36032137788	inf
beta	0.0007398590259393863	1139.6585536528369	-26815.301483767355	inf
chi	0.0008618594020582282	1100.9538403266527	-26544.408612576208	inf
loggamma	0.0008854274373984361	1121.414250367668	-26495.200087908084	inf
gamma	0.0008865489917995662	1103.6373325719278	-26492.891123220816	inf
