	sumsquare_error	aic	bic	kl_div
invgauss	0.0003099342035862066	1996.698363201244	-28409.872003548822	inf
invgamma	0.0003746891062970014	1684.7001819844193	-28063.792438239085	inf
gamma	0.00042594197455635786	1662.8390160482763	-27829.943791748494	inf
lognorm	0.00043310484420664146	1658.9879624012713	-27799.525479842607	inf
f	0.00043535627947368895	1660.9726673670957	-27782.559442335678	inf
