	sumsquare_error	aic	bic	kl_div
gennorm	0.00026734189913905936	1258.494526150168	-28679.516966169103	inf
chi2	0.0003064301606147256	1240.0003829234836	-28430.61117540154	inf
chi	0.0003079440695107111	1239.968952623634	-28421.621946101444	inf
beta	0.00030828422275639236	1243.003180462872	-28412.09949097391	inf
gamma	0.00031193695739843355	1238.9143384851207	-28398.123474875214	inf
