	sumsquare_error	aic	bic	kl_div
rayleigh	0.0002068912001872731	inf	-29154.5813555416	inf
invgamma	0.00022439412428722718	2333.8496279602136	-28998.943819146556	inf
gamma	0.0002511201406220622	2147.621601786296	-28793.69368958799	inf
f	0.0002625551622975537	2089.7843324277237	-28704.962675758725	inf
gennorm	0.0002639185956932701	1640.7753862324182	-28703.0240477989	inf
