	sumsquare_error	aic	bic	kl_div
invgauss	0.0003868579601658546	1761.6425960904755	-28005.49563731397	inf
chi2	0.0004209387440690642	1371.1057436542092	-27851.495819991647	inf
invgamma	0.0004235204821007041	1359.2282325148017	-27840.342872174548	inf
powerlognorm	0.0004634729309979208	1345.5191890970964	-27668.407589110477	inf
powernorm	0.00048450215531590656	1327.062404251937	-27594.97838659201	inf
