	sumsquare_error	aic	bic	kl_div
beta	0.00036116993131879845	1213.200832222108	-28123.312113952878	inf
loggamma	0.00036555639000069575	1207.7532684248754	-28108.801613898435	inf
powernorm	0.0003719325202301342	1206.8559311815213	-28077.261203819602	inf
gennorm	0.00041333366453630407	1272.3698054382605	-27884.751263131686	inf
norm	0.00042561983540264096	1261.5906896148924	-27838.832588772875	inf
