	sumsquare_error	aic	bic	kl_div
powerlognorm	0.00017080877940358577	1595.5384369124495	-29489.130408871748	inf
loggamma	0.00017158044185613033	1575.0194425905484	-29488.41747287372	inf
beta	0.00017488993454876703	1589.912483931357	-29446.061849232625	inf
foldnorm	0.00017613920301390946	1591.0108511254634	-29440.587809299363	inf
norm	0.0001761398849902654	1589.0090017116866	-29448.089534314357	inf
