	sumsquare_error	aic	bic	kl_div
invgamma	0.0005936742447477924	1115.4732998572401	-27224.325390277718	inf
powerlognorm	0.0006220209947131105	1111.4457271275137	-27131.739613674083	inf
lognorm	0.000625286503431384	1107.6621584833624	-27129.69774630362	inf
gamma	0.0006270106484523414	1108.457094963343	-27124.67522828455	inf
beta	0.0006283039639993342	1111.7016394117593	-27113.408007381076	inf
