	sumsquare_error	aic	bic	kl_div
invgamma	0.00031133043614965726	1271.5316809343917	-28401.673460382026	inf
chi2	0.0003119634177149332	1268.2003210244814	-28397.968759092855	inf
powerlognorm	0.0003253977898596325	1260.0783826930397	-28313.55562177567	inf
f	0.0003265761213052937	1259.3324006893029	-28306.96247790827	inf
lognorm	0.0003265790922444304	1257.4583442503833	-28314.454671801006	inf
