	sumsquare_error	aic	bic	kl_div
gennorm	0.0005678843746296821	1054.6680775378973	-27305.33456950809	inf
beta	0.0005991669175721338	1049.3062440261724	-27200.01854757689	inf
loggamma	0.0006576442205884309	1029.9526392743041	-27037.66940094359	inf
foldnorm	0.0006657292904546926	1021.1156293919242	-27015.38188982498	inf
powernorm	0.0006707943079150548	1027.8902205826284	-27001.557014473838	inf
